Symbol,LTP,High,Low,PreviousClose,Change,Last 10D avg Volume,Delivery %,Symbol P/E,3 months high,3 months low
VGUARD,463.0,470.3,460.2,467.95,-4.95,337132.3,54.39,69.64,524.15,410.9
GRINDWELL,2373.0,2413.7,2346.0,2397.7,-24.7,53272.6,43.42,69.9,"2,950.95","2,367.90"
COLPAL,3626.5,3667.65,3597.25,3649.55,-23.05,358050.8,44.41,70.2,"3,681.80","2,801.90"
IVC,11.9,12.05,11.58,11.72,0.18,252046.6,0,70.38,15.93,11.69
GILLETTE,9010.0,9043.0,8901.15,8896.9,113.1,35074.1,53.67,70.42,"9,113.95","7,203.55"
AJOONI,8.89,9.3,8.7,9.11,-0.22,1640608.9,0,70.44,10.34,5.0
SUMICHEM,600.0,615.6,594.05,613.5,-13.5,2171799.8,36.33,70.44,613.5,473.75
JUBLINGREA,774.0,780.3,755.0,769.45,4.55,1651037.2,33.36,70.49,775.55,516.8
ARVSMART,723.0,726.0,699.4,722.15,0.85,79486.2,82.0,70.58,802.8,677.9
HSCL,664.85,688.7,647.7,640.65,24.2,3843150.5,14.76,70.69,661.65,382.0
PERSISTENT,5175.0,5356.75,5115.0,5355.95,-180.95,320121.0,30.46,70.73,"5,359.90","3,842.55"
IFBIND,1943.0,1965.8,1911.5,1946.35,-3.35,33761.9,52.4,70.98,"2,126.85","1,531.95"
TIMKEN,3750.0,3777.85,3737.65,3759.1,-9.1,55605.1,51.8,70.99,"4,616.35","3,598.00"
LALPATHLAB,3241.45,3285.9,3210.0,3283.5,-42.05,136993.9,44.76,71.0,"3,417.40","2,673.50"
HGS,900.0,949.35,879.75,878.65,21.35,145419.1,28.36,71.08,926.95,723.9
PATANJALI,1796.0,1853.85,1785.0,1851.3,-55.3,1952554.1,49.89,71.28,"1,969.45","1,459.90"
KPITTECH,1726.7,1759.4,1716.0,1741.15,-14.45,643309.3,53.22,71.3,"1,868.70","1,515.85"
GRAVITA,2566.9,2684.7,2538.7,2664.65,-97.75,385673.0,38.63,71.38,"2,664.65","1,332.35"
GREENPOWER,21.0,21.72,20.9,21.38,-0.38,9492008.4,56.07,71.43,23.82,19.9
ATUL,7665.05,7840.05,7541.65,7841.95,-176.9,78784.2,50.17,71.45,"8,036.35","6,234.50"
SALASAR,22.05,22.87,21.52,22.05,0.0,45488144.0,37.73,71.46,22.77,16.52
TVSMOTOR,2778.0,2835.0,2772.2,2818.75,-40.75,513034.2,59.25,71.51,"2,841.75","2,314.60"
GRPLTD,3325.05,3400.0,3302.05,3358.3,-33.25,2780.0,0,71.54,"4,732.00","10,225.75"
JISLJALEQS,68.0,69.39,67.6,69.26,-1.26,2986337.4,54.59,71.56,81.84,64.54
LXCHEM,296.0,306.85,295.1,301.6,-5.6,3536900.6,37.82,71.56,318.85,241.05
ASTRAMICRO,901.05,932.0,901.0,912.0,-10.95,380240.6,46.69,71.59,987.1,814.25
VISHWARAJ,18.63,18.89,18.41,18.8,-0.17,2656039.0,49.96,71.72,18.87,15.87
ARTEMISMED,290.0,292.9,287.55,291.55,-1.55,318331.1,62.95,71.74,293.15,175.15
BRIGADE,1357.85,1369.2,1349.75,1354.45,3.4,437228.3,85.52,71.96,"1,420.65","1,120.80"
HLEGLAS,402.5,408.0,401.05,402.4,0.1,106462.9,52.16,71.98,514.0,401.75
HINDWAREAP,343.5,351.85,340.1,342.75,0.75,123826.2,68.63,72.08,470.4,342.75
CENTURYPLY,884.0,894.8,865.1,885.05,-1.05,651820.6,11.62,72.21,885.05,676.5
NBCC,174.9,179.45,174.8,178.17,-3.27,12325684.1,32.21,72.23,195.71,156.6
LOTUSEYE,74.75,75.28,73.24,74.88,-0.13,61453.9,60.55,72.28,81.2,56.38
DMCC,284.0,285.5,283.4,284.9,-0.9,17396.2,81.25,72.34,325.65,275.85
HIKAL,381.4,410.9,378.0,397.8,-16.4,1717596.2,25.89,72.37,399.8,301.9
ANANTRAJ,664.1,680.0,647.35,649.6,14.5,1466845.1,42.44,72.62,663.8,429.7
ELGIEQUIP,732.0,744.0,724.6,737.65,-5.65,358468.9,44.04,72.67,769.2,600.55
JSWHL,7830.0,8024.0,7483.8,7844.15,-14.15,5849.2,42.35,72.93,"7,844.15","6,491.45"
YUKEN,1240.1,1288.0,1228.15,1266.45,-26.35,12717.0,94.43,72.96,"1,537.05","1,147.90"
NRL,109.3,113.69,109.1,113.28,-3.98,2099906.6,58.53,73.03,122.4,82.02
PILITA,14.95,15.7,14.79,15.35,-0.4,1729262.9,42.01,73.08,15.35,11.39
EVEREADY,453.0,470.95,446.1,466.1,-13.1,268785.2,47.78,73.53,481.7,337.6
SHAILY,980.0,1015.95,971.25,996.7,-16.7,253966.4,57.93,73.62,998.35,"1,001.05"
SAFARI,2540.0,2580.0,2493.05,2566.6,-26.6,58372.3,71.17,73.67,"2,566.60","2,028.90"
DIAMINESQ,551.8,552.45,533.55,540.85,10.95,7736.9,70.7,73.7,670.2,504.45
JYOTISTRUC,27.93,27.93,26.45,26.6,1.33,4113567.6,70.07,73.86,29.77,24.69
HNDFDS,629.0,641.0,620.0,624.9,4.1,260891.1,48.11,73.89,626.9,496.3
GLAXO,2786.0,2847.2,2778.15,2798.9,-12.9,67239.3,58.25,74.08,"3,061.45","2,517.30"
SYNGENE,892.5,913.6,885.15,910.6,-18.1,1117637.5,38.74,74.46,938.2,702.15
BIRLACABLE,264.0,270.15,261.0,263.7,0.3,76655.7,27.61,74.78,301.65,241.04
ZODIAC,621.0,623.25,605.0,616.85,4.15,14449.7,0,74.8,816.5,581.0
VIJAYA,900.0,916.6,898.0,910.3,-10.3,289521.7,58.56,74.88,947.2,748.9
BLUEDART,8490.1,9110.0,8458.55,9253.65,-763.55,161946.6,13.72,74.9,"9,253.65","7,662.50"
WENDT,14750.0,15200.0,14750.0,14987.15,-237.15,374.3,59.14,75.67,"16,431.80","14,209.00"
NESTLEIND,2590.7,2601.1,2546.0,2546.85,43.85,959578.0,73.87,75.68,"2,633.10","2,456.35"
BDL,1166.8,1200.55,1163.0,1193.8,-27.0,584567.1,46.18,75.69,"1,731.85","1,166.40"
TEXRAIL,217.71,225.5,217.41,222.3,-4.59,1660704.1,50.5,75.96,287.67,205.36
KSB,889.95,910.5,878.0,904.0,-14.05,124678.3,53.84,76.3,995.50,"1,001.15"
ZFCVINDIA,16272.0,16444.9,16200.0,16377.95,-105.95,9985.6,40.75,76.49,"17,206.45","15,171.50"
JUBLINDS,1702.1,1755.0,1700.0,1748.9,-46.8,15510.9,70.72,76.56,"1,898.95","1,422.40"
ALKYLAMINE,2373.0,2456.7,2225.0,2217.5,155.5,333811.2,10.95,76.62,"2,367.05","1,995.95"
ORIENTELEC,250.0,255.55,246.55,251.55,-1.55,238182.6,53.89,76.76,290.9,248.0
CHEMFAB,945.5,961.0,930.0,952.7,-7.2,26094.9,61.68,76.8,989.4,598.95
CHALET,856.5,899.7,851.95,880.7,-24.2,245851.7,60.35,76.82,899.85,765.45
BIKAJI,922.0,933.4,861.7,866.3,55.7,765238.0,25.69,77.43,919.15,687.1
BCONCEPTS,680.0,693.95,663.15,664.7,15.3,32780.4,36.75,77.62,716.8,552.65
VRLLOG,597.5,622.0,592.8,608.6,-11.1,279836.5,37.55,77.89,614.15,519.45
BLUESTARCO,1883.0,1907.35,1866.0,1891.2,-8.2,514178.9,48.75,77.91,"1,934.90","1,589.35"
UNIVCABLES,694.0,716.0,690.1,705.9,-11.9,105874.4,53.24,78.02,889.35,663.25
JOCIL,214.0,217.9,211.6,214.43,-0.43,16503.4,59.88,78.22,228.91,189.14
SYNCOMF,23.25,24.79,22.9,23.86,-0.61,26219442.1,39.8,78.56,26.77,12.4
ADANIENT,2957.0,2984.75,2935.0,2975.2,-18.2,955730.3,48.8,78.63,"3,261.90","2,937.85"
UNOMINDA,1032.0,1061.9,1028.55,1052.45,-20.45,899982.1,60.13,79.15,993.75,"1,006.20"
STEELXIND,13.08,13.32,13.01,13.31,-0.23,2585947.3,56.82,79.49,14.87,12.81
UNITDSPR,1534.05,1561.95,1525.05,1555.75,-21.7,749544.4,59.8,79.86,"1,555.75","1,254.15"
GVPTECH,13.94,14.2,12.94,13.63,0.31,97019.4,64.76,79.93,14.61,12.04
PGHH,16540.0,16698.0,16409.95,16631.75,-91.75,6604.2,63.97,79.98,"17,385.70","16,039.00"
DATAPATTNS,2653.0,2715.0,2646.9,2697.25,-44.25,120533.4,49.13,80.04,"3,395.20","2,655.05"
ELIN,249.0,259.97,247.3,259.36,-10.36,810527.3,49.07,80.39,265.49,180.46
RAMASTEEL,15.97,16.32,15.28,15.66,0.31,214985998.2,13.52,80.41,16.52,10.08
INDHOTEL,679.1,695.2,677.35,692.25,-13.15,3054278.5,33.46,80.43,700.9,577.9
SBGLP,112.8,116.0,112.1,113.54,-0.74,170614.4,40.73,80.69,129.91,113.17
GANECOS,1890.0,1917.0,1866.0,1902.0,-12.0,78200.7,53.39,80.8,"2,003.65","1,265.75"
BAJAJHLDNG,10760.0,10894.4,10389.9,10369.9,390.1,87067.1,61.29,80.81,"9,979.00","10,057.70"
TRITURBINE,735.95,751.85,733.5,736.35,-0.4,804330.0,29.57,81.07,810.0,586.55
MAPMYINDIA,2082.2,2108.0,2044.05,2092.15,-9.95,142523.4,56.49,81.16,"2,531.50","2,004.50"
MANYAVAR,1270.25,1296.6,1266.15,1286.05,-15.8,184867.2,63.09,81.2,"1,291.30","1,026.10"
TEXMOPIPES,76.4,78.49,75.21,78.09,-1.69,446286.1,58.97,81.21,81.17,69.51
METROPOLIS,2132.35,2191.9,2124.65,2182.1,-49.75,119030.8,43.64,81.27,"2,182.10","1,935.65"
GOCOLORS,1300.0,1306.75,1271.1,1284.6,15.4,85982.0,53.77,81.48,"1,302.25","1,016.55"
RVNL,528.0,538.35,527.0,530.55,-2.55,6697275.6,23.07,81.54,630.0,387.3
UFO,132.1,136.35,131.84,134.09,-1.99,380722.4,46.34,82.02,148.54,121.93
THEMISMED,259.65,275.25,256.85,275.25,-15.6,495946.5,55.69,82.06,279.6,205.71
HONAUT,50000.0,50084.25,49500.0,49962.3,37.7,6542.0,77.25,82.65,"58,628.10","49,024.90"
METROBRAND,1230.0,1263.95,1223.7,1257.55,-27.55,733877.4,73.76,83.08,"1,383.45","1,217.45"
SUNTECK,568.55,581.4,566.4,568.0,0.55,474018.3,36.94,83.81,630.05,539.45
PAGEIND,43219.0,44100.0,42603.9,43381.0,-162.0,25304.1,39.78,84.0,"43,381.00","38,395.45"
BECTORFOOD,1948.5,1965.0,1925.0,1928.8,19.7,631351.8,38.63,84.08,"1,947.20","1,323.45"
CYIENTDLM,696.15,709.45,693.1,704.75,-8.6,342770.0,60.44,84.13,824.0,694.8
HIRECT,820.65,870.0,820.65,863.8,-43.15,26250.6,65.58,84.39,978.15,672.75
COASTCORP,265.0,270.35,263.3,270.4,-5.4,27247.9,60.69,84.47,308.04,226.96
SONACOMS,719.2,750.7,711.2,745.4,-26.2,2304389.7,54.15,84.59,745.4,629.05
SBC,36.06,36.75,35.78,36.5,-0.44,10188364.4,29.7,84.78,36.84,25.97
HINDCOPPER,319.4,321.5,315.15,318.4,1.0,3783815.0,32.45,85.09,347.6,283.65
VBL,646.6,651.9,639.0,649.65,-3.05,4591972.5,53.06,85.49,649.65,"1,421.85"
BHARATFORG,1570.1,1612.95,1562.05,1596.1,-26.0,1107362.9,35.59,85.66,"1,791.40","1,517.45"
HATSUN,1220.15,1240.0,1205.0,1222.95,-2.8,27157.4,63.28,85.75,"1,341.95","1,026.00"
AWL,354.3,360.3,352.5,357.9,-3.6,1887114.4,42.25,85.82,393.55,319.95
APOLLO,108.2,112.5,105.63,106.78,1.42,2951900.7,30.09,86.39,123.19,101.69
PGEL,635.1,648.0,621.1,621.25,13.85,1519734.7,55.16,86.4,639.40,"3,182.45"
DIVISLAB,5445.0,5482.7,5392.05,5452.2,-7.2,564840.1,34.87,86.46,"5,498.65","4,464.20"
AMBER,4444.0,4544.55,4435.0,4507.55,-63.55,99256.9,49.73,86.69,"4,697.25","3,967.50"
MSPL,54.44,54.44,54.44,51.85,2.59,2683704.6,100.0,87.11,54.44,25.65
BSHSL,185.05,191.79,185.0,188.57,-3.52,17635.2,58.67,87.17,217.96,184.55
ORICONENT,38.76,38.96,38.17,38.76,0.0,681390.7,61.38,87.22,43.96,36.46
JINDWORLD,354.55,357.1,348.8,349.15,5.4,82335.0,79.67,87.49,381.45,332.6
BSE,3844.0,3945.0,3345.0,3333.7,510.3,3549602.6,12.27,87.94,"3,896.15","2,208.35"
NAZARA,1095.0,1098.0,1055.0,1068.35,26.65,2309999.0,39.98,88.04,981.40,"1,008.20"
WHIRLPOOL,2035.0,2084.6,2020.55,2034.7,0.3,121445.4,42.76,88.16,"2,236.15","1,820.55"
MFSL,1138.25,1159.15,1137.75,1150.15,-11.9,3152890.9,39.51,88.72,996.95,"1,002.45"
MAXHEALTH,956.5,975.05,941.3,964.7,-8.2,1882327.9,50.98,88.97,964.7,852.95
TATVA,980.05,1005.0,972.75,994.5,-14.45,45481.4,48.97,89.27,998.90,"1,000.00"
BAJAJELEC,980.0,998.0,976.05,983.45,-3.45,89336.4,38.86,89.61,998.70,"1,000.35"
STOVEKRAFT,915.5,944.0,912.0,926.05,-10.55,134921.2,55.61,89.66,937.4,547.8
TOKYOPLAST,123.0,128.0,121.0,125.2,-2.2,24019.6,0,89.67,151.28,108.81
SBILIFE,1843.0,1848.95,1815.05,1819.15,23.85,1166425.7,44.48,89.67,"1,928.65","1,449.20"
QUICKHEAL,690.0,703.95,680.45,685.1,4.9,263374.5,28.09,89.85,740.9,495.95
THERMAX,5207.0,5269.25,5154.1,5230.35,-23.35,187053.7,49.9,89.87,"5,666.45","4,257.00"
PIDILITIND,3189.85,3271.05,3161.1,3269.1,-79.25,429939.1,44.69,89.93,"3,310.00","3,030.75"
HAVELLS,1980.65,2008.75,1977.1,2006.55,-25.9,858744.4,48.78,90.42,"2,006.55","1,762.15"
ITDC,679.05,698.75,673.1,689.6,-10.55,33924.4,54.85,90.76,900.15,678.25
SEJALLTD,349.9,349.9,330.0,333.25,16.65,4137.3,0,90.96,359.5,314.75
POLYMED,2501.0,2565.0,2429.6,2426.35,74.65,141840.3,48.08,91.91,"2,570.50","1,814.15"
KECL,193.99,196.52,193.0,196.5,-2.51,276908.6,68.61,92.03,246.33,186.2
HDFCLIFE,699.3,705.2,693.4,698.9,0.4,3177368.4,50.63,92.06,758.8,579.5
EMUDHRA,854.55,879.4,839.95,879.4,-24.85,150343.3,41.62,93.16,908.8,739.9
SILLYMONKS,22.95,24.97,22.7,23.83,-0.88,16146.7,0,93.27,26.16,17.39
ASTRAL,1897.0,1919.95,1875.0,1909.1,-12.1,362710.3,46.08,93.94,"2,417.75","1,862.95"
OPTIEMUS,644.95,666.6,631.35,633.6,11.35,468345.3,34.92,94.67,656.8,291.1
ICICIGI,2142.0,2146.95,2090.75,2103.0,39.0,703998.5,59.16,94.83,"2,261.70","1,748.30"
GENUSPAPER,28.95,29.8,26.9,27.14,1.81,1913812.6,36.7,94.98,28.9,20.11
ZENTEC,1670.0,1708.0,1650.0,1694.95,-24.95,253699.1,65.55,95.32,"1,876.70","1,142.70"
MIDHANI,390.55,398.5,389.25,396.55,-6.0,311799.6,45.78,95.45,531.15,391.45
MEDICAMEQ,463.95,479.95,458.5,476.5,-12.55,66816.0,58.07,95.47,513.5,385.85
RML,1195.0,1239.95,1182.35,1227.65,-32.65,46120.2,51.37,95.54,983.00,"1,004.85"
APOLLOHOSP,7010.1,7068.0,6960.75,7008.05,2.05,326761.2,64.65,95.65,"7,061.80","6,097.60"
MEGASOFT,65.75,68.75,62.6,62.98,2.77,1217905.3,34.65,95.71,73.76,50.6
TATACONSUM,1202.1,1223.4,1194.0,1220.25,-18.15,1524560.4,59.65,96.08,"1,256.90","1,084.90"
NUVOCO,370.0,377.8,365.9,365.35,4.65,1774376.4,29.05,96.12,372.95,326.95
TITAN,3726.8,3786.0,3708.0,3767.4,-40.6,1125118.6,36.05,96.82,"3,767.40","3,156.20"
REPRO,632.0,646.5,617.85,624.85,7.15,16456.9,43.7,97.21,697.55,567.0
GENESYS,778.0,804.2,775.8,795.35,-17.35,203730.1,49.21,97.37,829.6,566.25
KHANDSE,32.8,33.18,31.61,32.9,-0.1,35853.4,54.93,97.69,35.47,26.85
ZAGGLE,449.0,470.85,442.5,468.4,-19.4,4040678.2,32.21,97.86,468.4,281.0
SIEMENS,6742.0,6801.85,6706.0,6763.9,-21.9,187837.1,47.21,97.98,"7,885.55","6,558.25"
PRSMJOHNSN,202.2,210.9,201.61,211.04,-8.84,17688845.4,24.86,99.21,232.61,155.35
GENUSPOWER,419.0,433.0,412.5,414.5,4.5,1109737.5,51.29,99.33,465.8,304.9
SCHNEIDER,772.9,788.95,763.0,776.35,-3.45,276764.7,56.26,100.02,939.0,740.75
SOLARINDS,10667.15,10879.95,10510.6,10792.35,-125.2,51970.8,55.35,100.65,"9,993.25","10,001.20"
JAICORPLTD,346.2,354.05,345.15,354.5,-8.3,374871.8,47.47,101.25,411.85,329.6
SVLL,275.0,291.75,267.2,279.65,-4.65,6497.7,0,102.13,334.4,211.36
KANANIIND,2.88,2.92,2.87,2.88,0.0,969312.5,59.19,102.35,3.17,2.75
BALAJITELE,66.01,67.9,65.0,66.64,-0.63,106939.1,0,103.16,73.51,65.16
MOTOGENFIN,42.53,42.53,39.25,40.51,2.02,27980.9,87.73,103.24,44.59,33.69
ABB,7769.0,7917.5,7760.0,7873.65,-104.65,207360.0,37.47,103.67,"8,715.80","7,465.70"
MARINE,240.55,240.55,217.65,229.1,11.45,183988.5,0,103.67,301.85,146.35
DPSCLTD,18.32,18.76,18.16,18.38,-0.06,740495.2,48.13,104.52,22.56,17.31
V2RETAIL,1158.0,1159.7,1121.35,1147.65,10.35,64237.2,0,104.99,999.20,"1,008.95"
CAPTRUST,147.95,152.0,142.0,148.37,-0.42,88456.5,0,105.28,174.49,111.09
LLOYDSENGG,78.85,81.98,78.27,81.74,-2.89,4826295.6,47.12,106.02,91.83,68.69
VOLTAS,1888.05,1908.0,1883.1,1904.05,-16.0,1296788.6,52.15,106.67,"1,921.55","1,428.85"
ATULAUTO,664.0,669.5,660.0,663.95,0.05,38495.0,0,106.88,799.7,541.85
PREMEXPLN,549.0,559.45,544.0,551.2,-2.2,102350.5,0,107.83,891.35,"4,126.20"
RADICO,2265.0,2288.7,2180.0,2175.3,89.7,529452.7,43.42,108.24,"2,255.30","1,639.00"
BHARTIARTL,1650.1,1670.95,1647.85,1661.75,-11.65,5619194.0,61.56,108.44,"1,661.75","1,381.15"
RELAXO,819.9,823.0,810.0,823.1,-3.2,68250.7,56.61,108.69,870.75,778.0
DYNPRO,401.95,412.0,391.0,405.65,-3.7,21479.0,0,108.9,433.5,269.5
RELCHEMQ,226.75,232.68,225.22,228.75,-2.0,18916.9,57.35,109.78,251.28,218.07
AKI,20.06,20.06,18.95,19.11,0.95,97375.1,73.86,110.47,27.36,19.11
EVERESTIND,1129.95,1146.8,1108.5,1143.95,-14.0,14967.8,56.44,110.88,"1,243.55","1,024.30"
IDEAFORGE,701.0,715.0,700.0,709.35,-8.35,179862.1,50.19,112.21,858.15,668.15
HCG,409.5,419.55,406.8,414.95,-5.45,458993.6,68.95,112.81,423.0,348.4
AMDIND,76.0,77.7,75.52,75.83,0.17,34574.1,69.42,112.92,84.56,66.05
PLAZACABLE,86.5,87.79,85.68,86.99,-0.49,88282.3,62.49,113.23,95.19,83.74
MUFIN,119.88,126.01,118.61,122.64,-2.76,126474.9,48.7,114.22,135.59,108.08
MANORAMA,808.0,827.9,800.0,808.45,-0.45,35189.9,74.83,114.46,883.45,623.75
PARAS,1119.0,1145.0,1100.0,1137.9,-18.9,44114.4,0,115.81,"1,560.40","1,107.95"
ARTNIRMAN,64.0,64.1,64.0,64.1,-0.1,3629.7,0,116.47,92.12,61.1
KALYANKJIL,697.95,719.0,692.2,712.85,-14.9,9682798.6,25.01,116.63,716.05,423.55
HESTERBIO,2385.0,2470.0,2375.0,2453.25,-68.25,6860.5,54.82,116.96,"3,212.70","2,078.35"
JUBLFOOD,674.95,680.3,670.05,675.45,-0.5,1880937.2,52.44,117.74,679.05,538.65
KARMAENG,79.0,80.49,76.57,78.56,0.44,6504.7,0,117.81,96.7,54.5
UMESLTD,6.58,6.8,6.37,6.68,-0.1,77859.7,0,118.59,10.26,5.12
TATAINVEST,6755.0,6927.7,6746.0,6875.9,-120.9,49494.5,58.19,118.6,"7,385.45","5,886.65"
NELCO,1105.0,1160.9,1091.15,1149.45,-44.45,139182.4,53.09,119.33,950.55,"1,102.10"
ARCHIDPLY,135.0,138.9,131.3,137.68,-2.68,16928.9,0,119.66,144.54,93.54
CENTURYTEX,2700.0,2791.45,2698.7,2787.95,-87.95,1174870.9,41.56,119.67,"2,896.10","2,101.45"
JBMA,1980.2,2017.0,1960.5,1982.4,-2.2,360767.8,26.46,120.47,"2,286.70","1,808.65"
CAMPUS,340.0,341.0,323.6,331.2,8.8,3310799.9,45.56,121.33,337.75,276.1
TFL,38.68,38.68,36.5,36.84,1.84,31312.3,0,121.6,38.68,21.75
NAUKRI,7719.0,7809.95,7570.05,7805.25,-86.25,173730.8,35.15,121.84,"7,903.80","6,241.75"
CGPOWER,742.5,745.7,727.6,731.1,11.4,2914657.7,46.90,122.09,772.2,664.15
SUVENPHAR,1145.75,1167.5,1134.95,1157.75,-12.0,450401.1,78.18,122.57,998.05,"1,000.65"
UBL,2050.0,2104.4,2017.5,2086.2,-36.2,223715.1,45.71,123.04,"2,115.00","1,891.50"
HONASA,470.05,483.2,466.0,479.7,-9.65,7021879.2,32.88,123.59,541.75,426.3
DLF,858.2,863.65,849.0,860.85,-2.65,2266320.0,33.17,125.52,889.15,809.35
WELINV,985.5,1003.05,980.0,989.25,-3.75,768.1,64.53,126.25,994.20,"1,004.50"
ROML,56.1,58.5,53.61,55.51,0.59,39889.8,16.43,126.37,64.33,49.8
KAMOPAINTS,54.35,54.53,53.72,53.5,0.85,30862878.0,21.76,126.51,54.33,35.29
KHADIM,360.0,368.7,356.4,363.8,-3.8,33095.4,59.26,126.56,434.05,338.05
SNOWMAN,81.43,84.88,81.15,84.64,-3.21,2417799.3,42.37,127.23,85.33,71.69
HARDWYN,45.81,45.81,36.55,38.18,7.63,4279736.1,42.37,127.28,45.79,27.73
NEOGEN,1893.0,1911.8,1816.1,1794.85,98.15,186109.3,21.15,127.29,"1,890.95","1,467.15"
DMART,5261.0,5289.0,5219.9,5219.85,41.15,483482.2,51.64,128.15,"5,361.40","4,716.75"
LATTEYS,25.92,25.92,25.92,24.69,1.23,314808.3,93.82,128.4,25.92,14.35
TEJASNET,1220.0,1262.95,1213.0,1257.45,-37.45,224321.2,48.34,129.1,"1,452.25","1,148.90"
SUZLON,80.7,82.98,80.52,82.0,-1.3,88894917.0,52.92,129.79,84.7,48.9
ATGL,792.0,804.75,792.0,799.5,-7.5,543834.7,43.68,130.18,927.4,793.45
AARTECH,77.12,81.5,77.12,80.17,-3.05,152535.2,47.73,131.8,234.12,66.68
SPCENET,25.8,26.7,25.55,25.53,0.27,3214328.7,48.33,131.81,35.34,24.64
MEDPLUS,668.45,683.0,667.0,680.0,-11.55,361033.5,55.56,131.95,730.85,634.55
IGARASHI,675.35,704.85,670.05,686.25,-10.9,64302.3,45.56,132.45,767.95,481.8
ETHOSLTD,3369.0,3463.95,3340.0,3372.8,-3.8,39948.3,40.15,132.61,"3,406.25","2,595.25"
PURVA,446.0,455.0,444.0,455.05,-9.05,71795.3,0,133.86,549.7,409.15
MTARTECH,1741.55,1773.55,1739.95,1763.4,-21.85,77097.2,47.7,134.91,"2,005.70","1,713.75"
HPIL,147.5,153.99,147.5,148.29,-0.79,3139.5,42.46,138.58,185.06,145.22
TRACXN,93.06,96.6,92.22,94.26,-1.2,1095488.9,43.73,139.36,102.48,84.37
VERTOZ,31.98,33.52,31.4,33.05,-1.07,4035902.5,59.23,139.46,768.85,31.55
RUSTOMJEE,700.25,713.65,687.6,705.45,-5.2,45143.9,51.75,140.23,770.25,663.05
SOFTTECH,377.5,381.9,353.05,373.8,3.7,10317.7,61.69,141.3,389.75,341.05
FLUOROCHEM,4320.05,4448.7,4175.0,4404.5,-84.45,975719.1,51.14,141.55,"4,485.05","3,157.85"
SIL,29.5,29.5,27.51,28.32,1.18,54876.0,0,143.28,36.75,24.48
MMTC,92.16,94.6,91.82,94.07,-1.91,2633499.2,40.75,145.6,120.91,78.27
GKWLIMITED,2789.0,3161.15,2684.0,2982.2,-193.2,2855.1,58.20,149.82,"3,939.55","2,406.40"
GET&D,1700.0,1705.0,1649.95,1693.25,6.75,169220.6,0,150.88,"1,807.90","1,438.05"
AMIORG,1576.0,1595.0,1506.2,1527.8,48.2,414353.6,39.34,151.91,"1,584.75","1,220.35"
STAR,1367.0,1389.0,1357.9,1388.25,-21.25,290303.4,55.18,152.43,989.20,"1,003.00"
ARVEE,179.0,180.0,179.0,179.68,-0.68,717.1,0,152.77,194.9,172.0
NBIFIN,2445.0,2498.0,2350.0,2420.0,25.0,436.9,0,153.78,"2,609.30","1,781.95"
ROSSELLIND,557.0,579.0,552.1,569.8,-12.8,59435.8,61.65,154.86,624.5,470.5
LINDEINDIA,8230.0,8500.0,8049.9,8081.6,148.4,167593.8,25.77,156.74,"9,228.35","7,163.65"
SPMLINFRA,276.71,276.71,267.0,263.54,13.17,493003.8,0,157.03,276.52,159.08
AETHER,965.4,994.85,963.75,988.6,-23.2,335066.1,46.57,158.63,996.85,"1,002.25"
E2E,2760.0,2844.0,2650.0,2753.9,6.1,28252.9,0,159.38,"2,829.25","1,514.65"
WEL,1389.0,1399.95,1350.1,1396.9,-7.9,36007.8,75.02,167.04,981.85,"1,028.75"
SHILPAMED,902.0,959.5,880.15,880.6,21.4,485938.4,31.32,167.3,901.9,526.75
RIIL,1156.0,1177.0,1150.0,1173.8,-17.8,96222.3,32.65,169.18,"1,401.10","1,141.00"
KAYNES,5466.0,5742.0,5450.0,5559.25,-93.25,941415.7,19.93,169.83,"5,559.25","3,790.00"
TRENT,7310.0,7453.0,7245.85,7403.45,-93.45,505526.1,52.95,169.86,"7,403.45","5,166.35"
OLECTRA,1683.0,1722.0,1656.25,1660.55,22.45,1157270.1,32.22,170.63,"1,907.45","1,530.65"
ASTRAZEN,6700.0,6788.85,6619.55,6657.45,42.55,17533.8,31.86,173.62,"7,172.60","6,247.05"
NECLIFE,46.75,48.79,45.74,47.86,-1.11,8214016.2,37.65,174.71,53.92,28.06
LAURUSLABS,485.75,502.0,477.15,501.35,-15.6,3460831.6,39.0,177.81,507.25,419.85
NETWEB,2684.8,2823.5,2660.05,2771.25,-86.45,132471.1,42.35,181.1,"2,786.20","2,174.15"
GANGAFORGE,8.59,8.99,8.5,8.62,-0.03,734102.1,65.53,185.33,9.27,6.83
DOLPHIN,620.0,624.95,612.0,615.85,4.15,2065.0,0,189.62,748.1,598.05
HMVL,90.9,93.15,89.41,92.69,-1.79,90570.1,64.69,190.74,105.69,88.37
JIOFIN,345.75,353.25,345.1,351.65,-5.9,21128367.6,44.64,192.3,365.55,311.35
SECMARK,95.44,102.98,90.01,93.79,1.65,4147.8,40.41,193.78,105.0,90.26
DIXON,14005.0,14185.0,13900.0,14091.3,-86.3,598025.6,18.79,194.83,"14,091.30","10,910.15"
SEPC,32.5,33.44,31.5,32.48,0.02,64839167.1,34.79,195.85,32.59,17.43
EIFFL,213.07,213.07,183.0,177.56,35.51,39131.9,56.02,196.58,213.07,130.85
ALLCARGO,67.39,67.75,66.3,66.89,0.5,5627438.9,32.83,201.22,71.61,59.94
